order_id,order_placement_date,customer_id,product_id,order_qty
FAUG425203603,"Saturday, August 23, 2025",789203,25891203,165.0
FAUG425203603,2025/08/23,789203,25891601,76.0
FAUG425203603,2025/08/23,789203,25891101,396.0
FAUG425203603,"Saturday, August 23, 2025",789203,25891603,74.0
FAUG425203603,2025/08/23,789203,25891101,396.0
FAUG425203603,"Saturday, August 23, 2025",789203,25891601,76.0
FAUG426503403,23/08/2025,789503,25891203,213.0
FAUG426503403,"Saturday, August 23, 2025",789503,25891302,
FAUG426503403,"Saturday, August 23, 2025",789503,25891403,433.0
FAUG426503403,"Saturday, August 23, 2025",789503,25891103,462.0
FAUG426503403,"Saturday, August 23, 2025",789503,25891303,70.0
FAUG426503403,"Saturday, August 23, 2025",789503,25891403,433.0
FAUG424203503,"Saturday, August 23, 2025",789203,25891403,471.0
FAUG424203503,"Saturday, August 23, 2025",789203,25891503,
FAUG424203503,"Saturday, August 23, 2025",789203,25891402,288.0
FAUG424203503,"Saturday, August 23, 2025",789203,25891201,354.0
FAUG424203503,23-08-2025,789203,25891201,354.0
FAUG425201503,"Saturday, August 23, 2025",789201,25891301,61.0
FAUG425201503,"Saturday, August 23, 2025",789201,25891403,344.0
FAUG425201503,"Saturday, August 23, 2025",789201,25891503,125.0
FAUG425201503,"Saturday, August 23, 2025",789201,25891402,402.0
FAUG425201503,23-08-2025,789201,25891101,300.0
FAUG425520501,"Saturday, August 23, 2025",789520,25891302,54.0
FAUG425520501,"Saturday, August 23, 2025",789520,25891102,343.0
FAUG425520501,"Saturday, August 23, 2025",789520,25891501,104.0
FAUG425520501,"Saturday, August 23, 2025",789520,77777777,468.0
FAUG425520501,"Saturday, August 23, 2025",789520,25891302,54.0
FAUG425720602,23/08/2025,789720,25891203,410.0
FAUG425720602,23/08/2025,789720,25891301,61.0
FAUG425720602,23-08-2025,789720,25891102,416.0
FAUG425720602,"Saturday, August 23, 2025",789720,25891602,105.0
FAUG425720602,"Saturday, August 23, 2025",789720,25891203,410.0
