order_id,order_placement_date,customer_id,product_id,order_qty
FSEP52621602,"Saturday, August 30, 2025",789621,25891302,68.0
FSEP52621602,"Saturday, August 30, 2025",789621,25891102,482.0
FSEP52621602,30/08/2025,789621,25891502,144.0
FSEP52621602,"Saturday, August 30, 2025",789621,25891103,437.0
FSEP52621602,"Saturday, August 30, 2025",789621,25891501,210.0
FSEP52621602,"Saturday, August 30, 2025",789621,25891602,156.0
FSEP52621602,"Saturday, August 30, 2025",789621,25891502,144.0
FSEP53203602,"Saturday, August 30, 2025",789203,25891301,83.0
FSEP53203602,"Saturday, August 30, 2025",789203,25891403,392.0
FSEP53203602,"Saturday, August 30, 2025",789203,25891402,216.0
FSEP53203602,"Saturday, August 30, 2025",789203,25891602,200.0
FSEP53203602,"Saturday, August 30, 2025",ABC987,25891101,425.0
FSEP53203602,"Saturday, August 30, 2025",789203,25891201,
FSEP53203602,"Saturday, August 30, 2025",789203,25891301,83.0
FSEP51101403,"Saturday, August 30, 2025",789101,25891302,49.0
FSEP51101403,"Saturday, August 30, 2025",789101,25891403,368.0
FSEP51101403,"Saturday, August 30, 2025",INVALID,25891402,203.0
FSEP51101403,30-08-2025,789101,25891101,497.0
FSEP51101403,"Saturday, August 30, 2025",789101,25891302,49.0
FSEP51202602,"Saturday, August 30, 2025",789202,25891301,43.0
FSEP51202602,30-08-2025,789202,25891601,184.0
FSEP51202602,2025/08/30,789202,25891602,186.0
FSEP51202602,30-08-2025,789202,99999999,
FSEP51202602,30/08/2025,789202,25891601,184.0
FSEP51203601,2025/08/30,789203,25891403,337.0
FSEP51203601,"Saturday, August 30, 2025",789203,25891601,173.0
FSEP51203601,"Saturday, August 30, 2025",789203,25891402,442.0
FSEP51203601,"Saturday, August 30, 2025",789203,77777777,228.0
FSEP51203601,30-08-2025,789203,25891201,
FSEP51501603,30/08/2025,789501,25891302,44.0
FSEP51501603,30-08-2025,789501,25891103,419.0
FSEP51501603,2025/08/30,789501,25891601,54.0
FSEP51501603,"Saturday, August 30, 2025",789501,25891603,173.0
FSEP51501603,"Saturday, August 30, 2025",789501,25891103,419.0
FSEP51520303,"Saturday, August 30, 2025",789520,25891302,77.0
FSEP51520303,"Saturday, August 30, 2025",XYZ123,25891101,343.0
FSEP51520303,30-08-2025,789520,25891202,99.0
FSEP51520303,"Saturday, August 30, 2025",789520,25891303,58.0
FSEP51520303,"Saturday, August 30, 2025",XYZ123,25891101,343.0
FSEP51601303,"Saturday, August 30, 2025",789601,25891101,320.0
FSEP51601303,"Saturday, August 30, 2025",789601,25891202,347.0
FSEP51601303,"Saturday, August 30, 2025",789601,25891303,47.0
FSEP51601303,"Saturday, August 30, 2025",789601,25891201,317.0
FSEP51601303,"Saturday, August 30, 2025",789601,25891303,47.0
FSEP51622503,"Saturday, August 30, 2025",789622,25891301,74.0
FSEP51622503,"Saturday, August 30, 2025",789622,25891102,
FSEP51622503,"Saturday, August 30, 2025",789622,25891503,176.0
FSEP51622503,"Saturday, August 30, 2025",789622,25891202,192.0
FSEP51622503,30-08-2025,789622,25891402,376.0
FSEP52103602,"Saturday, August 30, 2025",789103,25891302,94.0
FSEP52103602,30/08/2025,789103,25891503,122.0
FSEP52103602,2025/08/30,INVALID,25891103,386.0
FSEP52103602,"Saturday, August 30, 2025",789103,25891602,97.0
FSEP52103602,"Saturday, August 30, 2025",789103,25891101,345.0
FSEP52501602,"Saturday, August 30, 2025",789501,25891403,359.0
FSEP52501602,"Saturday, August 30, 2025",789501,25891602,123.0
FSEP52501602,"Saturday, August 30, 2025",789501,25891401,373.0
FSEP52501602,"Saturday, August 30, 2025",789501,25891201,360.0
FSEP52501602,"Saturday, August 30, 2025",789501,25891602,123.0
FSEP52603601,2025/08/30,789603,77777777,40.0
