order_id,order_placement_date,customer_id,product_id,order_qty
FDEC85101603,"Wednesday, December 03, 2025",789101,25891301,92.0
FDEC85101603,"Wednesday, December 03, 2025",789101,25891502,232.0
FDEC85101603,03/12/2025,789101,25891402,478.0
FDEC85101603,"Wednesday, December 03, 2025",789101,25891201,349.0
FDEC85101603,"Wednesday, December 03, 2025",789101,25891602,62.0
FDEC85101603,"Wednesday, December 03, 2025",789101,88888888,484.0
FDEC85101603,"Wednesday, December 03, 2025",ABC987,25891603,64.0
FDEC85101603,"Wednesday, December 03, 2025",789101,25891402,478.0
FDEC85301402,"Wednesday, December 03, 2025",789301,25891203,428.0
FDEC85301402,03-12-2025,789301,25891302,48.0
FDEC85301402,"Wednesday, December 03, 2025",789301,25891301,42.0
FDEC85301402,"Wednesday, December 03, 2025",789301,25891102,374.0
FDEC85301402,"Wednesday, December 03, 2025",789301,25891103,348.0
FDEC85301402,"Wednesday, December 03, 2025",789301,25891402,278.0
FDEC85301402,03/12/2025,789301,25891102,374.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891203,195.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891502,133.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891601,144.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891101,368.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891601,144.0
FDEC84221601,"Wednesday, December 03, 2025",789221,25891502,133.0
FDEC86101602,03/12/2025,789101,25891301,32.0
FDEC86101602,"Wednesday, December 03, 2025",789101,25891102,478.0
FDEC86101602,2025/12/03,INVALID,99999999,204.0
FDEC86101602,"Wednesday, December 03, 2025",789101,25891602,81.0
FDEC86101602,03-12-2025,789101,25891101,478.0
FDEC86101602,"Wednesday, December 03, 2025",INVALID,25891401,261.0
FDEC86621401,"Wednesday, December 03, 2025",789621,25891302,68.0
FDEC86621401,"Wednesday, December 03, 2025",789621,25891201,193.0
FDEC86621401,"Wednesday, December 03, 2025",789621,25891101,369.0
FDEC86621401,2025/12/03,789621,25891401,434.0
FDEC86621401,"Wednesday, December 03, 2025",789621,25891202,496.0
FDEC86621401,"Wednesday, December 03, 2025",789621,25891201,193.0
FDEC84201502,"Wednesday, December 03, 2025",789201,25891502,122.0
FDEC84201502,"Wednesday, December 03, 2025",789201,25891403,
FDEC84201502,"Wednesday, December 03, 2025",789201,25891402,298.0
FDEC84201502,"Wednesday, December 03, 2025",789201,25891201,166.0
FDEC84201502,"Wednesday, December 03, 2025",789201,25891502,122.0
FDEC84203603,"Wednesday, December 03, 2025",789203,25891102,427.0
FDEC84203603,2025/12/03,789203,25891502,240.0
FDEC84203603,"Wednesday, December 03, 2025",789203,25891601,126.0
FDEC84203603,"Wednesday, December 03, 2025",789203,25891201,255.0
FDEC84203603,"Wednesday, December 03, 2025",789203,25891603,184.0
FDEC84401303,"Wednesday, December 03, 2025",789401,25891203,476.0
FDEC84401303,"Wednesday, December 03, 2025",789401,25891301,46.0
FDEC84401303,2025/12/03,789401,25891103,407.0
FDEC84401303,"Wednesday, December 03, 2025",789401,25891202,227.0
FDEC84401303,"Wednesday, December 03, 2025",789401,99999999,74.0
FDEC84703401,"Wednesday, December 03, 2025",ABC987,25891203,488.0
FDEC84703401,"Wednesday, December 03, 2025",789703,25891301,76.0
FDEC84703401,03-12-2025,789703,25891401,462.0
FDEC84703401,"Wednesday, December 03, 2025",789703,25891303,61.0
FDEC84703401,03/12/2025,ABC987,25891203,488.0
FDEC85220601,"Wednesday, December 03, 2025",789220,25891203,280.0
FDEC85220601,03/12/2025,789220,25891301,73.0
FDEC85220601,"Wednesday, December 03, 2025",789220,25891403,408.0
FDEC85220601,"Wednesday, December 03, 2025",789220,25891503,108.0
FDEC85220601,03/12/2025,XYZ123,99999999,114.0
FDEC85320601,"Wednesday, December 03, 2025",789320,25891301,41.0
FDEC85320601,"Wednesday, December 03, 2025",789320,25891403,349.0
FDEC85320601,"Wednesday, December 03, 2025",789320,25891601,102.0
FDEC85320601,"Wednesday, December 03, 2025",789320,25891402,
FDEC85320601,03-12-2025,789320,25891303,71.0
FDEC84103503,"Wednesday, December 03, 2025",789103,25891503,220.0
FDEC84103503,"Wednesday, December 03, 2025",XYZ123,25891203,323.0
FDEC84103503,2025/12/03,789103,25891303,
FDEC84103503,"Wednesday, December 03, 2025",789103,25891303,
FDEC84303402,"Wednesday, December 03, 2025",789303,25891203,435.0
FDEC84303402,"Wednesday, December 03, 2025",789303,25891103,424.0
FDEC84303402,03-12-2025,789303,25891402,296.0
FDEC84303402,"Wednesday, December 03, 2025",789303,25891103,424.0
FDEC84402502,"Wednesday, December 03, 2025",789402,25891302,70.0
FDEC84402502,"Wednesday, December 03, 2025",789402,25891502,233.0
FDEC84402502,"Wednesday, December 03, 2025",789402,25891101,383.0
FDEC84402502,2025/12/03,789402,25891101,383.0
FDEC84422602,"Wednesday, December 03, 2025",789422,25891601,68.0
FDEC84422602,"Wednesday, December 03, 2025",789422,25891501,158.0
FDEC84422602,"Wednesday, December 03, 2025",789422,25891602,63.0
FDEC84422602,"Wednesday, December 03, 2025",789422,99999999,428.0
FDEC84621601,"Wednesday, December 03, 2025",789621,25891601,80.0
FDEC84621601,"Wednesday, December 03, 2025",789621,25891201,149.0
FDEC84621601,"Wednesday, December 03, 2025",789621,25891101,250.0
FDEC84621601,2025/12/03,789621,25891201,149.0
FDEC84702602,"Wednesday, December 03, 2025",789702,25891102,441.0
FDEC84702602,"Wednesday, December 03, 2025",789702,25891503,110.0
FDEC84702602,"Wednesday, December 03, 2025",789702,25891602,143.0
FDEC84702602,"Wednesday, December 03, 2025",789702,25891602,143.0
FDEC85503503,2025/12/03,789503,25891301,62.0
FDEC85503503,"Wednesday, December 03, 2025",789503,25891503,120.0
FDEC85503503,03/12/2025,789503,25891402,469.0
FDEC85503503,"Wednesday, December 03, 2025",789503,25891503,120.0
FDEC85520601,"Wednesday, December 03, 2025",ABC987,25891203,301.0
FDEC85520601,"Wednesday, December 03, 2025",789520,25891601,124.0
FDEC85520601,"Wednesday, December 03, 2025",789520,25891401,188.0
FDEC85520601,03-12-2025,ABC987,25891203,301.0
FDEC85521503,"Wednesday, December 03, 2025",XYZ123,25891503,147.0
FDEC85521503,"Wednesday, December 03, 2025",789521,25891103,326.0
FDEC85521503,"Wednesday, December 03, 2025",789521,25891202,206.0
FDEC85521503,"Wednesday, December 03, 2025",789521,25891103,326.0
FDEC85601603,"Wednesday, December 03, 2025",789601,25891203,384.0
FDEC85601603,2025/12/03,789601,25891103,472.0
FDEC85601603,"Wednesday, December 03, 2025",789601,25891401,290.0
FDEC85601603,"Wednesday, December 03, 2025",XYZ123,25891603,48.0
FDEC85621301,"Wednesday, December 03, 2025",789621,25891301,39.0
FDEC85621301,"Wednesday, December 03, 2025",789621,25891102,364.0
FDEC85621301,"Wednesday, December 03, 2025",789621,25891103,301.0
FDEC85621301,"Wednesday, December 03, 2025",789621,25891201,396.0
FDEC85702403,03/12/2025,789702,25891203,267.0
FDEC85702403,"Wednesday, December 03, 2025",789702,77777777,279.0
FDEC85702403,03-12-2025,789702,25891402,221.0
FDEC85702403,"Wednesday, December 03, 2025",789702,25891101,438.0
FDEC86201603,"Wednesday, December 03, 2025",789201,25891301,29.0
FDEC86201603,"Wednesday, December 03, 2025",789201,25891501,188.0
FDEC86201603,"Wednesday, December 03, 2025",789201,25891602,
FDEC86201603,"Wednesday, December 03, 2025",789201,25891603,54.0
FDEC86321503,"Wednesday, December 03, 2025",789321,25891503,190.0
FDEC86321503,"Wednesday, December 03, 2025",789321,25891103,347.0
FDEC86321503,"Wednesday, December 03, 2025",789321,25891202,473.0
FDEC86321503,"Wednesday, December 03, 2025",789321,25891202,473.0
FDEC86720603,03/12/2025,789720,25891502,133.0
FDEC86720603,"Wednesday, December 03, 2025",789720,25891601,178.0
FDEC86720603,"Wednesday, December 03, 2025",789720,25891101,341.0
FDEC86720603,"Wednesday, December 03, 2025",INVALID,25891603,139.0
FDEC84101503,"Wednesday, December 03, 2025",ABC987,25891502,224.0
FDEC84101503,"Wednesday, December 03, 2025",XYZ123,25891503,135.0
FDEC84101503,2025/12/03,XYZ123,25891101,379.0
FDEC84121603,"Wednesday, December 03, 2025",789121,25891401,326.0
FDEC84121603,"Wednesday, December 03, 2025",789121,25891603,56.0
FDEC84121603,"Wednesday, December 03, 2025",789121,25891202,214.0
FDEC84202303,"Wednesday, December 03, 2025",789202,25891203,221.0
FDEC84202303,"Wednesday, December 03, 2025",789202,25891303,34.0
FDEC84202303,"Wednesday, December 03, 2025",789202,25891203,221.0
FDEC84220402,"Wednesday, December 03, 2025",789220,25891402,252.0
FDEC84220402,"Wednesday, December 03, 2025",789220,25891303,54.0
FDEC84220402,03/12/2025,789220,25891303,54.0
FDEC84403602,"Wednesday, December 03, 2025",789403,88888888,172.0
FDEC84403602,"Wednesday, December 03, 2025",789403,25891602,134.0
FDEC84403602,"Wednesday, December 03, 2025",789403,25891602,134.0
FDEC84603501,"Wednesday, December 03, 2025",789603,25891302,75.0
FDEC84603501,"Wednesday, December 03, 2025",789603,77777777,23.0
FDEC84603501,"Wednesday, December 03, 2025",789603,25891501,194.0
FDEC84902603,"Wednesday, December 03, 2025",789902,25891301,66.0
FDEC84902603,"Wednesday, December 03, 2025",789902,25891103,260.0
FDEC84902603,"Wednesday, December 03, 2025",789902,25891603,73.0
FDEC85103303,"Wednesday, December 03, 2025",INVALID,25891301,70.0
FDEC85103303,"Wednesday, December 03, 2025",789103,25891101,300.0
FDEC85103303,03/12/2025,789103,25891303,24.0
FDEC85122403,"Wednesday, December 03, 2025",789122,25891403,361.0
FDEC85122403,"Wednesday, December 03, 2025",789122,25891103,289.0
FDEC85122403,2025/12/03,789122,25891403,361.0
FDEC85520503,"Wednesday, December 03, 2025",789520,25891503,128.0
FDEC85520503,03-12-2025,789520,25891103,410.0
FDEC85520503,"Wednesday, December 03, 2025",789520,25891503,128.0
FDEC85603402,"Wednesday, December 03, 2025",789603,25891402,
FDEC85603402,"Wednesday, December 03, 2025",789603,25891201,298.0
FDEC85603402,"Wednesday, December 03, 2025",789603,25891202,222.0
FDEC85703603,2025/12/03,789703,25891502,186.0
FDEC85703603,2025/12/03,789703,25891601,112.0
FDEC85703603,"Wednesday, December 03, 2025",789703,25891603,82.0
FDEC85720203,"Wednesday, December 03, 2025",789720,88888888,242.0
FDEC85720203,"Wednesday, December 03, 2025",789720,25891201,202.0
FDEC85720203,"Wednesday, December 03, 2025",789720,25891101,475.0
FDEC86103503,03-12-2025,789103,25891503,163.0
FDEC86103503,"Wednesday, December 03, 2025",INVALID,25891101,430.0
FDEC86103503,"Wednesday, December 03, 2025",789103,25891303,38.0
FDEC86221402,"Wednesday, December 03, 2025",789221,25891203,471.0
FDEC86221402,"Wednesday, December 03, 2025",789221,25891102,376.0
FDEC86221402,"Wednesday, December 03, 2025",789221,25891402,282.0
FDEC86401403,"Wednesday, December 03, 2025",789401,25891403,442.0
FDEC86401403,"Wednesday, December 03, 2025",789401,25891103,432.0
FDEC86401403,"Wednesday, December 03, 2025",789401,25891402,420.0
FDEC86402602,"Wednesday, December 03, 2025",789402,25891503,112.0
FDEC86402602,2025/12/03,789402,25891103,408.0
FDEC86402602,03/12/2025,789402,25891602,50.0
FDEC86421602,03-12-2025,789421,25891102,388.0
FDEC86421602,03-12-2025,789421,25891602,176.0
FDEC86421602,03/12/2025,789421,25891602,176.0
FDEC86501403,"Wednesday, December 03, 2025",789501,25891301,56.0
FDEC86501403,"Wednesday, December 03, 2025",789501,25891403,352.0
FDEC86501403,"Wednesday, December 03, 2025",789501,25891101,359.0
FDEC86503302,2025/12/03,789503,25891302,89.0
FDEC86503302,"Wednesday, December 03, 2025",789503,25891102,396.0
FDEC86503302,03-12-2025,789503,25891103,391.0
FDEC86702401,"Wednesday, December 03, 2025",789702,25891203,161.0
FDEC86702401,"Wednesday, December 03, 2025",789702,25891301,41.0
FDEC86702401,2025/12/03,789702,25891401,332.0
FDEC86902403,"Wednesday, December 03, 2025",789902,25891301,30.0
FDEC86902403,"Wednesday, December 03, 2025",789902,88888888,291.0
FDEC86902403,"Wednesday, December 03, 2025",789902,25891202,243.0
FDEC84121502,"Wednesday, December 03, 2025",789121,25891502,122.0
FDEC84121502,"Wednesday, December 03, 2025",789121,25891201,179.0
FDEC84122602,"Wednesday, December 03, 2025",789122,25891502,102.0
FDEC84122602,"Wednesday, December 03, 2025",789122,25891602,
FDEC84320502,03-12-2025,789320,25891502,196.0
FDEC84320502,"Wednesday, December 03, 2025",789320,25891403,413.0
FDEC84321603,"Wednesday, December 03, 2025",789321,25891502,184.0
FDEC84321603,"Wednesday, December 03, 2025",789321,25891603,190.0
FDEC84420603,"Wednesday, December 03, 2025",789420,25891102,355.0
FDEC84420603,2025/12/03,789420,25891603,196.0
FDEC84501602,"Wednesday, December 03, 2025",789501,25891301,38.0
FDEC84501602,"Wednesday, December 03, 2025",ABC987,88888888,152.0
FDEC84622601,"Wednesday, December 03, 2025",789622,25891403,262.0
FDEC84622601,2025/12/03,789622,25891601,57.0
FDEC84721602,"Wednesday, December 03, 2025",789721,25891503,100.0
FDEC84721602,"Wednesday, December 03, 2025",789721,25891602,50.0
FDEC85102402,"Wednesday, December 03, 2025",789102,25891301,77.0
FDEC85102402,"Wednesday, December 03, 2025",789102,25891402,229.0
FDEC85122502,"Wednesday, December 03, 2025",789122,25891502,98.0
FDEC85122502,"Wednesday, December 03, 2025",789122,25891401,268.0
FDEC85202203,"Wednesday, December 03, 2025",789202,25891203,327.0
FDEC85202203,"Wednesday, December 03, 2025",789202,25891103,453.0
FDEC85203303,"Wednesday, December 03, 2025",789203,25891302,35.0
FDEC85203303,"Wednesday, December 03, 2025",789203,25891303,35.0
FDEC85321403,"Wednesday, December 03, 2025",789321,25891203,132.0
FDEC85321403,"Wednesday, December 03, 2025",789321,25891403,447.0
FDEC85420103,03-12-2025,789420,25891103,432.0
FDEC85420103,"Wednesday, December 03, 2025",ABC987,25891101,335.0
FDEC85422102,"Wednesday, December 03, 2025",789422,88888888,309.0
FDEC85422102,"Wednesday, December 03, 2025",ABC987,25891101,460.0
FDEC85422302,03/12/2025,789422,25891302,24.0
FDEC85422302,"Wednesday, December 03, 2025",789422,25891103,355.0
FDEC85501302,2025/12/03,789501,25891302,81.0
FDEC85501302,03/12/2025,789501,25891102,383.0
FDEC85622303,2025/12/03,789622,25891102,398.0
FDEC85622303,"Wednesday, December 03, 2025",789622,25891303,92.0
FDEC85721502,"Wednesday, December 03, 2025",789721,25891502,107.0
FDEC85721502,"Wednesday, December 03, 2025",789721,99999999,85.0
FDEC85902602,"Wednesday, December 03, 2025",789902,25891501,227.0
FDEC85902602,"Wednesday, December 03, 2025",789902,25891602,91.0
FDEC85902603,03/12/2025,789902,25891603,82.0
FDEC85902603,"Wednesday, December 03, 2025",789902,25891603,82.0
FDEC85903603,"Wednesday, December 03, 2025",789903,25891501,181.0
FDEC85903603,"Wednesday, December 03, 2025",789903,25891603,133.0
FDEC86102401,"Wednesday, December 03, 2025",789102,25891401,242.0
FDEC86102401,"Wednesday, December 03, 2025",789102,25891202,162.0
FDEC86121402,"Wednesday, December 03, 2025",789121,25891203,129.0
FDEC86121402,2025/12/03,789121,25891402,416.0
FDEC86220601,"Wednesday, December 03, 2025",789220,25891302,47.0
FDEC86220601,"Wednesday, December 03, 2025",789220,25891601,52.0
FDEC86403302,03/12/2025,789403,25891302,95.0
FDEC86403302,"Wednesday, December 03, 2025",789403,25891302,95.0
FDEC86420303,"Wednesday, December 03, 2025",789420,25891201,146.0
FDEC86420303,"Wednesday, December 03, 2025",789420,25891303,87.0
FDEC86421202,"Wednesday, December 03, 2025",789421,25891103,454.0
FDEC86421202,03-12-2025,789421,25891202,384.0
FDEC86422501,"Wednesday, December 03, 2025",789422,25891103,439.0
FDEC86422501,"Wednesday, December 03, 2025",789422,88888888,155.0
FDEC86521103,"Wednesday, December 03, 2025",789521,25891103,334.0
FDEC86521103,03-12-2025,789521,25891101,278.0
FDEC86521402,"Wednesday, December 03, 2025",789521,25891102,305.0
FDEC86521402,"Wednesday, December 03, 2025",789521,25891402,390.0
FDEC86522303,03/12/2025,789522,25891302,97.0
FDEC86522303,"Wednesday, December 03, 2025",789522,25891303,59.0
FDEC86622502,"Wednesday, December 03, 2025",789622,25891502,235.0
FDEC86622502,"Wednesday, December 03, 2025",789622,25891402,352.0
FDEC86703202,"Wednesday, December 03, 2025",789703,25891202,455.0
FDEC86703202,"Wednesday, December 03, 2025",789703,25891202,455.0
FDEC86703602,"Wednesday, December 03, 2025",789703,25891602,
FDEC86703602,"Wednesday, December 03, 2025",789703,25891101,415.0
FDEC86721603,"Wednesday, December 03, 2025",789721,25891502,97.0
FDEC86721603,"Wednesday, December 03, 2025",789721,25891603,93.0
FDEC86903602,"Wednesday, December 03, 2025",ABC987,25891102,
FDEC86903602,"Wednesday, December 03, 2025",789903,25891602,120.0
FDEC84101201,"Wednesday, December 03, 2025",789101,25891201,336.0
FDEC84102102,"Wednesday, December 03, 2025",789102,25891102,380.0
FDEC84102301,"Wednesday, December 03, 2025",789102,25891301,55.0
FDEC84102402,"Wednesday, December 03, 2025",XYZ123,25891402,475.0
FDEC84121402,2025/12/03,789121,25891402,274.0
FDEC84122303,"Wednesday, December 03, 2025",789122,25891303,20.0
FDEC84203103,"Wednesday, December 03, 2025",789203,25891103,468.0
FDEC84220102,"Wednesday, December 03, 2025",789220,25891102,478.0
FDEC84221102,"Wednesday, December 03, 2025",789221,25891102,475.0
FDEC84301303,2025/12/03,ABC987,25891303,66.0
FDEC84303303,"Wednesday, December 03, 2025",789303,25891303,
FDEC84303502,03-12-2025,789303,25891502,198.0
FDEC84403202,03/12/2025,789403,77777777,445.0
FDEC84420303,"Wednesday, December 03, 2025",789420,25891303,35.0
FDEC84420501,"Wednesday, December 03, 2025",XYZ123,25891501,139.0
FDEC84421402,"Wednesday, December 03, 2025",789421,25891402,272.0
FDEC84422202,"Wednesday, December 03, 2025",789422,99999999,411.0
FDEC84422603,"Wednesday, December 03, 2025",789422,25891603,52.0
FDEC84501201,"Wednesday, December 03, 2025",789501,25891201,232.0
FDEC84521201,"Wednesday, December 03, 2025",789521,25891201,314.0
FDEC84521302,"Wednesday, December 03, 2025",789521,99999999,45.0
FDEC84601402,"Wednesday, December 03, 2025",789601,25891402,289.0
FDEC84622202,"Wednesday, December 03, 2025",789622,25891202,330.0
